No,Title,Short description,Image Link,Image caption
SF1,नागपुर,नागपुर (पूर्व में नागपोर) भारतीय राज्य महाराष्ट्र का तीसरा सबसे बड़ा शहर और शीतकालीन राजधानी है। यह जनसंख्या के हिसाब से 13 वां सबसे बड़ा भारतीय शहर है।,https://en.wikipedia.org/wiki/Nagpur#/media/File:Diksha_Bhumi.jpg,दीक्षा भूमि
SF2,पुणे,"पुणे को महाराष्ट्र की सांस्कृतिक राजधानी माना जाता है। कई प्रसिद्ध शैक्षणिक संस्थानों की उपस्थिति के कारण इसे ""पूर्व का ऑक्सफोर्ड"" भी कहा जाता है।","https://commons.wikimedia.org/wiki/%E0%A4%AA%E0%A5%81%E0%A4%A3%E0%A5%87#/media/File:Shaniwar_Wada_fort,_Pune.jpg",शनिवार वाडा
SF3,अहमदाबाद,"अहमदाबाद भारतीय राज्य गुजरात का सबसे बड़ा शहर और पूर्व राजधानी है। अहमदाबाद में क्रिकेट एक लोकप्रिय खेल है, जहाँ 54,000 सीटों वाला सरदार पटेल स्टेडियम है।",https://en.wikipedia.org/wiki/Ahmedabad#/media/File:Sheth_Hutheesinh_Temple.jpg,शेठ हुथीसिंह मंदिर
SF4,सूरत,सूरत भारतीय राज्य गुजरात का एक शहर है। यह एक बड़ा बंदरगाह हुआ करता था और अब हीरे की कटाई और चमकाने का केंद्र है।,https://en.wikipedia.org/wiki/Surat#/media/File:Diamond_Polisher.jpg,हीरा पालिश करनेवाला
SF5,जींद,"पहले सिख साम्राज्यों में से एक, जींद हरियाणा के बीच में स्थित है और जाट बेल्ट का चौथा जिला है।",https://en.wikipedia.org/wiki/Jind#/media/File:RaniTalab.png,रानी तालाब मंदिर
SF6,कानपुर,कानपुर (पहले कावनपोर) उत्तर प्रदेश राज्य का एक बड़ा शहर है। यह शहर अपने चमड़ा और कपड़ा उद्योगों के लिए प्रसिद्ध है।,https://en.wikipedia.org/wiki/Kanpur#/media/File:Kanpur_Central_Station.jpg,कानपुर सेंट्रल स्टेशन
SF7,अमरोहा,अमरोहा लोकसभा निर्वाचन क्षेत्र उत्तर प्रदेश के 80 लोकसभा (संसदीय) निर्वाचन क्षेत्रों में से एक है।,https://commons.wikimedia.org/wiki/Category:Amroha#/media/File:Azakhana_wazeer_un_nisa.jpg,"अमरोहा उत्तर प्रदेश, अज़खाना के सामने ऊंट पर भारत के बच्चे"
SF8,मंगलौर,"मैंगलोर, जिसे आधिकारिक रूप से मंगलुरु के रूप में जाना जाता है, भारतीय राज्य कर्नाटक का प्रमुख बंदरगाह शहर है। यह कर्नाटक का एकमात्र शहर है जिसमें परिवहन के सभी साधन मौजूद हैं - वायु, सड़क, रेल और समुद्र।",https://commons.wikimedia.org/wiki/Mangalore#/media/File:Ullal_Bridge_Mangalore.JPG,"उल्लाल ब्रिज, मैंगलोर"
SF9,तूतीकोरिन,"तूतीकोरिन, जिसे आधिकारिक तौर पर थूथुकुडी के नाम से जाना जाता है, भारत के तमिलनाडु राज्य में एक बंदरगाह शहर और एक औद्योगिक शहर है। थूथुकुडी का प्रमुख बंदरगाह मोती के लिए गोताखोरी और मछली पकड़ने के केंद्र के रूप में जाना जाता है।",https://en.wikipedia.org/wiki/Thoothukudi#/media/File:Tuticorin_Thermal_Power_Station_at_Night_1_crop.jpg,तूतीकोरिन थर्मल पावर स्टेशन
SF10,केप टाउन,"केप टाउन दक्षिण अफ्रीका का सबसे पुराना शहर है, जिसे आम तौर पर मदर सिटी नाम दिया जाता है।",https://en.wikipedia.org/wiki/Cape_Town#/media/File:Clifton_Beachs.jpg,केप टाउन में क्लिफ्टन बीच
SF11,कोलंबो,कोलंबो श्रीलंका की वाणिज्यिक राजधानी और जनसंख्या के हिसाब से सबसे बड़ा शहर है।,https://en.wikipedia.org/wiki/Colombo#/media/File:InsideSeema.jpg,गंगाराम मंदिर की सीमा मालाकाया
SF12,क्राइस्ट चर्च,क्राइस्टचर्च न्यूजीलैंड के दक्षिण द्वीप का सबसे बड़ा शहर और कैंटरबरी क्षेत्र की राजधानी है।,"https://en.wikipedia.org/wiki/Christchurch#/media/File:New_Brighton_and_the_Port_Hills,_Christchurch,_New_Zealand,_12_June_2008.jpg","न्यू ब्राइटन और पोर्ट हिल्स, क्राइस्टचर्च, न्यूजीलैंड"
SF13,डब्बो,डब्बो ऑस्ट्रेलिया के न्यू साउथ वेल्स के ओराना क्षेत्र का एक शहर है।,https://en.wikipedia.org/wiki/Dubbo#/media/File:Overlooking_Dubbo_from_the_suburb_of_West_Dubbo.jpg,पश्चिम डब्बो के उपनगर से डब्बो को देखना
SF14,सिडनी,सिडनी न्यू साउथ वेल्स की राजधानी है और ऑस्ट्रेलिया तथा ओशिनिया में सबसे अधिक आबादी वाला शहर है।,https://en.wikipedia.org/wiki/File:Sydney_skyline_from_the_north_August_2016_(29009142591).jpg,उत्तर से सिडनी क्षितिज
SF15,जमैका,जमैका एक द्वीपीय देश है जो कैरेबियन सागर में स्थित है।,https://en.wikipedia.org/wiki/Jamaica#/media/File:Montego_bay-1001.jpg,"मोंटेगो बे, जमैका"
SF16,लाहौर,लाहौर पाकिस्तान का सबसे बड़ा शहर और पंजाब क्षेत्र का ऐतिहासिक सांस्कृतिक केंद्र है।,https://en.wikipedia.org/wiki/Lahore#/media/File:The_Badshahi_in_all_its_glory_during_the_Eid_Prayers.JPG,बादशाही मस्जिद
SF17,ट्रांसवाल,"ट्रांसवाल प्रांत (अफ्रीकी: प्रोविंसी वैन डाई ट्रांसवाल), जिसे आमतौर पर ट्रांसवाल नाम से पुकारा जाता है, 1910 से 1994 में रंगभेद के अंत तक दक्षिण अफ्रीका का एक प्रांत था, जब एक नए संविधान ने इसका उप-विभाजन किया।",https://en.wikipedia.org/wiki/Transvaal_(province)#/media/File:Colony_of_the_Transvaal.png,"दक्षिण अफ्रीकी गणराज्य के शस्त्र का कोट और बाद में, ट्रांसवाल प्रांत।"
SF18,टॉरंगा,टॉरंगा न्यूजीलैंड के उत्तरी द्वीप के प्लेंटी क्षेत्र की खाड़ी में सबसे अधिक आबादी वाला शहर है। यह  13वीं शताब्दी के अंत में माओरी द्वारा और 19वीं सदी की शुरुआत में यूरोपीय लोगों द्वारा बसाया गया था और 1963 में एक शहर के रूप में गठित किया गया था।,https://en.wikipedia.org/wiki/Tauranga#/media/File:Mount_Maunganui-2952.jpg,माउंगानुई पर्वत से टॉरंगा
SF19,टांटन,"टांटन समरसेट, इंग्लैंड में एक बड़ा क्षेत्रीय शहर है। 2011 में शहर की आबादी 69,570 थी। टांटन का 1,000 से अधिक वर्षों का धार्मिक और सैन्य इतिहास है।",https://en.wikipedia.org/wiki/Taunton#/media/File:Taunton.somerset.750pix.jpg,"द वार मेमोरियल एंड टाउन सेंटर, टांटन"
SF21,देवधर ट्रॉफी,"देवधर ट्रॉफी भारतीय घरेलू क्रिकेट में लिस्ट ए क्रिकेट प्रतियोगिता है। इसका नाम प्रो. डी.बी. देवधर (भारतीय क्रिकेट के पितामह के रूप में ज्ञात) के नाम पर रखा गया है और यह 3 राष्ट्रीय स्तर की टीमों - इंडिया ए, इंडिया बी और इंडिया सी के बीच वार्षिक आधार पर खेली जाने वाली 50 ओवर की नॉकआउट प्रतियोगिता है।",no image available,लागू नहीं
SF22,सैयद मुश्ताक अली ट्रॉफी,"सैयद मुश्ताक अली ट्रॉफी भारत में एक ट्वेंटी 20 क्रिकेट घरेलू चैंपियनशिप है, जो कि भारतीय क्रिकेट कंट्रोल बोर्ड (BCCI)  द्वारा रणजी ट्रॉफी की टीमों के बीच आयोजित की जाती है। 2008-09 का सीज़न इस ट्रॉफी का उद्घाटन सत्र था।",no image available,लागू नहीं
SF23,दलीप ट्रॉफी,दलीप ट्रॉफी भारत में खेली जाने वाली एक घरेलू प्रथम श्रेणी क्रिकेट प्रतियोगिता है। नवानगर के कुमार श्री दलीपसिंहजी (जिन्हें 'दलीप' के नाम से भी जाना जाता है) के नाम पर आयोजित इस प्रतियोगिता में मूल रूप से भारत के भौगोलिक क्षेत्रों का प्रतिनिधित्व करने वाली टीमों द्वारा प्रतिस्पर्द्धा की जाती थी।,no image available,लागू नहीं
SF24,जस्टिन लैंगर,"जस्टिन ली लैंगर एएम एक ऑस्ट्रेलियाई पूर्व क्रिकेटर और ऑस्ट्रेलियाई राष्ट्रीय पुरुष क्रिकेट टीम के वर्तमान कोच हैं, जिन्हें मई 2018 में इस भूमिका के लिए नियुक्त किया गया है। बाएं हाथ के बल्लेबाज, लैंगर ऑस्ट्रेलिया के टेस्ट के लिए मैथ्यू हेडन के साथ अपनी साझेदारी के लिए जाने जाते हैं। 2000 के दशक के शुरुआती और मध्य के दशक के दौरान सलामी बल्लेबाजों में सबसे सफल में से एक माना जाता है।",https://en.wikipedia.org/wiki/Justin_Langer#/media/File:Justin_Langer_Portrait.png,"जस्टिन लैंगर, सिडनी क्रिकेट ग्राउंड, 2 जनवरी 2007।"
SF25,युवराज सिंह,"युवराज सिंह (जन्म 12 दिसंबर 1981) एक भारतीय अंतर्राष्ट्रीय क्रिकेटर हैं, जो खेल के सभी रूपों को खेलते हैं। एक ऑलराउंडर जो मध्य क्रम में बाएं हाथ से बल्लेबाजी करता है और बाएं हाथ से धीमी ऑर्थोडॉक्स गेंदबाजी करता है, युवराज पूर्व भारतीय तेज गेंदबाज और पंजाबी अभिनेता योगराज सिंह के पुत्र हैं।",https://en.wikipedia.org/wiki/Yuvraj_Singh#/media/File:Yuvraj_Singh_appointed_as_Ulysse_Nardin_watch_brand_ambassador.jpeg,युवराज सिंह को उलेसे नार्डिन के ब्रांड एंबेसडर के रूप में नियुक्त किया गया
SF26,तिलकरत्ने दिलशान,"तिलकरत्ने मुदियंसलगे दिलशान श्रीलंका के पूर्व क्रिकेटर और श्रीलंका की राष्ट्रीय क्रिकेट टीम के पूर्व कप्तान हैं। एकदिवसीय इतिहास में रनों का पीछा करने वाले सर्वश्रेष्ठ श्रीलंकाई खिलाड़ी के रूप में, उन्हें अक्सर सभी समय के सबसे नवाचारी बल्लेबाजों में से एक माना जाता है।",https://en.wikipedia.org/wiki/Tillakaratne_Dilshan#/media/File:Tillakaratne_Dilshan_portrait.jpg,श्रीलंकाई क्रिकेटर तिलकरत्ने दिलशान
SF27,जहीर खान,"जहीर खान एक पूर्व भारतीय क्रिकेटर हैं, जो 2000 से 2014 तक भारतीय राष्ट्रीय टीम के लिए खेल के सभी स्वरूपों में खेले। वह कपिल देव के पश्चात, टेस्ट क्रिकेट में दूसरे सबसे सफल भारतीय तेज गेंदबाज थे।",https://en.wikipedia.org/wiki/Zaheer_Khan#/media/File:Zaheer_khan_72.jpg,जहीर खान
SF28,शाहिद अफरीदी,"साहिबजादा मोहम्मद शाहिद खान अफरीदी, जो बूम बूम के नाम से लोकप्रिय हैं, एक पाकिस्तानी क्रिकेटर और पाकिस्तान की राष्ट्रीय क्रिकेट टीम के पूर्व कप्तान हैं। एक सफल ऑलराउंडर के रूप में, अफरीदी को उनकी लगातार गेंदबाजी के लिए सम्मान दिया गया जो स्पिन के बजाय गति के बदलाव पर निर्भर करती थी, लेकिन उन्होंने अपनी आक्रामक बल्लेबाजी शैली से अधिक ध्यान आकर्षित किया।",https://en.wikipedia.org/wiki/Shahid_Afridi#/media/File:Shahid_Afridi_in_2017.jpg,शाहिद अफरीदी
SF29,शेन वॉटसन,"शेन रॉबर्ट वॉटसन एक ऑस्ट्रेलियाई अंतरराष्ट्रीय क्रिकेटर हैं, जो ऑस्ट्रेलिया की राष्ट्रीय क्रिकेट टीम के लिए खेले हैं और वर्तमान में इंडियन प्रीमियर लीग में चेन्नई सुपर किंग्स और पाकिस्तान सुपर लीग में क्व़ेटा ग्लैडिएटर्स के लिए खेलते हैं।",https://en.wikipedia.org/wiki/Shane_Watson#/media/File:Shane_Watson_2016_new5.jpg,शेन वॉटसन
SF30,शॉन मार्श,"शॉन एडवर्ड मार्श एक ऑस्ट्रेलियाई क्रिकेटर हैं जो ऑस्ट्रेलियाई घरेलू क्रिकेट में वेस्टर्न वारियर्स के लिए खेलते हैं और टेस्ट और एक दिवसीय अंतरराष्ट्रीय प्रारूपों में ऑस्ट्रेलिया का प्रतिनिधित्व करते हैं। उनका उपनाम एसओएस (""दलदली का बेटा"") है, वह बाएं हाथ के सलामी बल्लेबाज हैं।",https://en.wikipedia.org/wiki/Shaun_Marsh#/media/File:Shaun_Marsh.jpg,शॉन मार्श
SF31,सोहेल तनवीर,"सोहेल तनवीर एक पाकिस्तानी क्रिकेटर हैं, जिन्होंने अपने अपरंपरागत बाएं हाथ के गेंदबाजी एक्शन और विशेष रूप से इस  खेल के ट्वेंटी -20 प्रारूप में सफलता के लिए ख्याति प्राप्त की है।",https://www.flickr.com/photos/junaidrao/12545857264,सोहेल तनवीर
SF32,आर पी सिंह,"रुद्र प्रताप सिंह (जन्म 6 दिसंबर 1985), आमतौर पर आरपी सिंह के रूप में, एक पूर्व भारतीय क्रिकेटर हैं, जिन्होंने टेस्ट, वन डे इंटरनेशनल और ट्वेंटी 20 अंतरराष्ट्रीय क्रिकेट में बाएं हाथ के तेज गेंदबाज के रूप में भारत का प्रतिनिधित्व किया है, सितंबर 2018 में, उन्होंने  क्रिकेट के सभी रूपों से अपनी सेवानिवृत्ति की घोषणा की।",no image available,लागू नहीं
SF33,प्रज्ञान ओझा,"प्रज्ञान प्रकाश ओझा एक भारतीय क्रिकेटर हैं, जिन्होंने टेस्ट, वनडे और टी 20 में भारत का प्रतिनिधित्व किया है। वह एक धीमी गति से बाएं हाथ के ऑर्थोडॉक्स गेंदबाज और बाएं हाथ के पुछल्ले बल्लेबाज हैं।",https://en.wikipedia.org/wiki/Pragyan_Ojha#/media/File:PragyanOjha_.jpg,भारतीय क्रिकेटर प्रज्ञान ओझा
SF34,रॉबिन उथप्पा,रॉबिन वेणु उथप्पा एक भारतीय क्रिकेटर हैं। वह घरेलू क्रिकेट में कर्नाटक के लिए और आईपीएल में कोलकाता नाइट राइडर्स के लिए खेलते हैं।,https://en.wikipedia.org/wiki/Robin_Uthappa#/media/File:Robin_Uthappa_on_the_Show.jpg,रॉबिन उथप्पा
SF35,मैथ्यू हेडन,"मैथ्यू लॉरेंस हेडन AM एक ऑस्ट्रेलियाई क्रिकेट कमेंटेटर और पूर्व क्रिकेटर हैं। उनका करियर पंद्रह साल का रहा। हेडन एक शक्तिशाली और बाएं हाथ के आक्रामक सलामी बल्लेबाज थे, जो टेस्ट और एक दिवसीय दोनों स्तरों पर जल्दी स्कोर करने की क्षमता के लिए जाने जाते थे।",https://en.wikipedia.org/wiki/Matthew_Hayden#/media/File:Matt_Hayden.jpg,ऑस्ट्रेलियाई क्रिकेटर मैथ्यू हेडन
SF36,एडम गिलक्रिस्ट,"एडम क्रेग गिलक्रिस्ट,AM उपनाम ""गिल्ली"" या ""चर्ची"", एक ऑस्ट्रेलियाई क्रिकेट कमेंटेटर और पूर्व अंतरराष्ट्रीय क्रिकेटर और ऑस्ट्रेलिया के पूर्व कप्तान हैं। वह एक बाएं हाथ के बल्लेबाज और रिकॉर्ड तोड़ने वाले विकेटकीपर थे, जिन्होंने अपनी आक्रामक बल्लेबाजी के माध्यम से ऑस्ट्रेलिया की राष्ट्रीय टीम के लिए भूमिका को नए सिरे से पारिभाषित किया।",https://en.wikipedia.org/wiki/Adam_Gilchrist#/media/File:Adam_Gilchrist_of_Australia_(cropped).jpg,एडम गिलक्रिस्ट
SF37,ट्रेंट बोल्ट,ट्रेंट अलेक्जेंडर बोल्ट न्यूजीलैंड के एक अंतरराष्ट्रीय क्रिकेटर हैं जो न्यूजीलैंड के घरेलू क्रिकेट में उत्तरी जिलों के लिए और अंतरराष्ट्रीय स्तर पर न्यूजीलैंड के लिए एक गेंदबाज के रूप में खेलते हैं।,"https://en.wikipedia.org/wiki/Trent_Boult#/media/File:2018.02.03.22.23.14-AUSvNZL_T20_AUS_innings,_SCG_(39533156665).jpg",ट्रेंट बोल्ट
SF38,मार्टिन गुप्टिल ,"मार्टिन जेम्स गुप्टिल न्यूजीलैंड के अंतरराष्ट्रीय क्रिकेटर हैं जो खेल के सीमित ओवरों के प्रारूप में एक सलामी बल्लेबाज के रूप में खेलते हैं। गुप्टिल न्यूजीलैंड के पहले और कुल मिलाकर पांचवे क्रिकेटर हैं, जिन्होंने एक दिवसीय अंतरराष्ट्रीय मैच में दोहरा शतक बनाया है।",https://en.wikipedia.org/wiki/Martin_Guptill#/media/File:Martin_Guptill_2_(cropped).jpg,मार्टिन गुप्टिल 
SF39,मिशेल स्टार्क,"मिशेल आरोन स्टार्क, एक ऑस्ट्रेलियाई अंतरराष्ट्रीय क्रिकेटर हैं, जो ऑस्ट्रेलियाई राष्ट्रीय टीम और घरेलू क्रिकेट में न्यू साउथ वेल्स के लिए खेलते हैं। वह बाएं हाथ के तेज गेंदबाज और निचले क्रम के बाएं हाथ के एक सक्षम बल्लेबाज हैं।",https://en.wikipedia.org/wiki/Mitchell_Starc#/media/File:Mitchell_Starc.jpg,मिशेल स्टार्क
SF40,फ्लोयड रिफ़र,"फ्लॉयड लामोन्टे रिफ़र बारबाडियन क्रिकेटर हैं। वह बाएं हाथ के मध्य क्रम के बल्लेबाज और दाएं हाथ के मध्यम गति के गेंदबाज हैं। रिफ़र ने वेस्ट इंडीज़ क्रिकेट टीम के लिए छह टेस्ट और आठ एक दिवसीय अंतरराष्ट्रीय मैच खेले हैं, जो 1997 में श्रीलंका के खिलाफ एक घरेलू दौरे और आईसीसी चैंपियंस ट्रॉफी के 2009 संस्करण में खेले गए थे।",no image available,लागू नहीं
SF41,मार्टिन क्रो,"मार्टिन डेविड क्रो एमबीई न्यूजीलैंड के पूर्व क्रिकेटर, टेस्ट और एकदिवसीय कप्तान के साथ-साथ एक कमेंटेटर भी थे। उन्होंने 1982 और 1995 के बीच न्यूजीलैंड की राष्ट्रीय क्रिकेट टीम के लिए खेला और उन्हें देश का सबसे महान बल्लेबाज माना जाता है।",https://en.wikipedia.org/wiki/Martin_Crowe#/media/File:Martin_Crowe_2011.jpg,मार्टिन क्रो ने 2011 में एक चैरिटी मैच में बल्लेबाजी की
SF42,लांस क्लूजनर,"लांस क्लूजनर दक्षिण अफ्रीका के पूर्व हरफनमौला क्रिकेटर हैं। वह अपनी आक्रामक बल्लेबाजी और तेज-मध्यम स्विंग गेंदबाजी के लिए जाने जाते हैं। ज़ुलु भाषा में वाकपटुता के कारण उन्हें ""ज़ुलु"" उपनाम दिया गया है। अपनी सेवानिवृत्ति के बाद से उन्होंने कभी-कभी ज़ुलु और झोसा दोनों में क्रिकेट पर टिप्पणी की है।",no image available,लागू नहीं
SF43,ज्योफ अलॉट,"ज्योफ्री इयान अलॉट न्यूजीलैंड के पूर्व क्रिकेटर हैं, जिन्होंने 1996 से 2000 तक 10 टेस्ट और 31 एक दिवसीय अंतरराष्ट्रीय मैचों में खेला था। चोटों की एक श्रृंखला के बाद, उन्होंने 2001 में सभी प्रकार के क्रिकेट से संन्यास ले लिया।",no image available,लागू नहीं
SF44,मिकी आर्थर,"जॉन माइकल ""मिकी"" आर्थर एक दक्षिण अफ्रीकी क्रिकेट कोच और पूर्व क्रिकेटर हैं, जो 1986 से 2001 तक दक्षिण अफ्रीकी घरेलू क्रिकेट में खेलते थे। वह पाकिस्तान क्रिकेट टीम के वर्तमान कोच हैं।",https://en.wikipedia.org/wiki/Mickey_Arthur#/media/File:Mickey_Arthur.jpg,मिकी आर्थर
SF45,ओटिस गिब्सन,ओटिस डेलारॉय गिब्सन बारबाडोस के पूर्व भारतीय खिलाड़ी हैं। एक तेज गेंदबाज और वेस्ट इंडीज के लिए पुरानी क्रिकेट गेंद का फायदा उठाने वाले गिब्सन अब दक्षिण अफ्रीकी क्रिकेट टीम के मुख्य कोच हैं।,no image available,लागू नहीं
SF46,गैरी स्टीड,"गैरी रेमंड स्टीड न्यूजीलैंड के पूर्व टेस्ट क्रिकेटर हैं, जो न्यूजीलैंड क्रिके टीम के मुख्य कोच हैं, जिन्हें अगस्त 2018 में नियुक्त किया गया है। एक शीर्ष क्रम के बल्लेबाज, स्टीड ने 1999 में नौ महीनों में पांच टेस्ट खेले, जिनका औसत 34.75 रहा और कभी भी इकाई अंकों में आउट नहीं हुए।",https://commons.wikimedia.org/wiki/File:Gary_Stead.jpg,गैरी स्टीड
SF48,शेन वार्न,"शेन कीथ वार्न एक ऑस्ट्रेलियाई क्रिकेट कमेंटेटर और पूर्व क्रिकेटर और ऑस्ट्रेलियाई राष्ट्रीय टीम के एकदिवसीय कप्तान हैं। उन्हें खेल के इतिहास में व्यापक रूप से सबसे महान गेंदबाजों में से एक के रूप में माना जाता है, वार्न को 1994 के विजडन क्रिकेटर्स अलमैनैक में विजडन क्रिकेटर्स ऑफ द ईयर के रूप में नामित किया गया था।",https://en.wikipedia.org/wiki/Shane_Warne#/media/File:Shane_Warne_February_2015.jpg,शेन वार्न
SF49,रिकी पोंटिंग,"रिकी थॉमस पोंटिंग, एओ, एक ऑस्ट्रेलियाई क्रिकेट कमेंटेटर और पूर्व क्रिकेटर हैं, और 2003 और 2007 में दो बार के विश्व कप विजेता कप्तान, व्यापक रूप से सभी समय के महानतम बल्लेबाजों में से एक माने जाते हैं। पोंटिंग अपने 'स्वर्ण युग' 2004 और 2011 के बीच टेस्ट और 2002 और 2011 के बीच वन डे के दौरान ऑस्ट्रेलियाई राष्ट्रीय टीम के कप्तान थे।",https://en.wikipedia.org/wiki/Ricky_Ponting#/media/File:Ricky_Ponting_2015.jpg,रिकी पोंटिंग
SF50,ट्रेवर बेलिस,"ट्रेवर हार्ले बेलिस एक ऑस्ट्रेलियाई क्रिकेट कोच और पूर्व प्रथम श्रेणी क्रिकेटर हैं। उन्होंने कोच बनने से पहले 1985 से 1997 के बीच न्यू साउथ वेल्स के लिए खेला। बेलिस वर्तमान में इंग्लैंड के कोच हैं। उन्होंने 2007 और 2011 के बीच श्रीलंका की कोचिंग की, एक ऐसी अवधि जिसमें उनकी टीम का समापन 2011 विश्व कप में उपविजेता के रूप में हुआ।",no image available,लागू नहीं
SF51,इमरान खान,"इमरान अहमद खान नियाज़ी एचआई पीपी एक पाकिस्तानी राजनेता और पूर्व अंतरराष्ट्रीय क्रिकेटर हैं, जो पाकिस्तान के 22 वें और पदस्थ प्रधानमंत्री हैं।",https://en.wikipedia.org/wiki/Imran_Khan#/media/File:Mike_Pompeo_with_Imran_Khan_in_Islamabad_-_2018_(29559549217)_(cropped).jpg,इमरान खान
SF52,चमिंडा वास,"वारनकुलासुरिया पटाबेंदिगे उशांथा जोसेफ चमिंडा वास, जो कि अधिक व्यापक रूप से चमिंडा वास के रूप में जाने जाते हैं, एक पूर्व श्रीलंकाई अंतरराष्ट्रीय क्रिकेटर हैं, जिन्होंने खेल के सभी रूपों, और एक पूर्व एकदिवसीय कप्तान की भूमिका निभाई। अक्सर 'श्रीलंका के सार्वकालिक सबसे भेदक और सफल नए गेंदबाज' के रूप में वर्णित' वास वर्तमान में एकदिवसीय इतिहास में सर्वश्रेष्ठ गेंदबाजी का रिकॉर्ड रखते हैं, और एकदिवसीय में 8 विकेट लेने का रिकॉर्ड रखने वाले एकमात्र गेंदबाज़ हैं।",https://en.wikipedia.org/wiki/Chaminda_Vaas#/media/File:Chaminda_Vaas.jpg,चमिंडा वास
