Article Link ID,Name of personality,Header image,Wikipedia article link,Short description of personality,Birth Name,Nicknames/Other names,Born on,Age,Birthplace,Place Link ID,Wikipedia article link of the Birth place,Nationality,Country Link ID,Wikipedia article link of the Nationality,Height,Fielding position/Role,Role Link ID,Relation 1,Link to the image of relation 1,Relationship with personality 1,Relation 1 card  ID ,Name of school,Link to image of school,Caption of image of school,Year of graduation,Short notable description on area of study/events during personalities time in school,Style of play,Relevant image link,National Team represented,Link to the Wikipedia article of the National team,Card - National team-  ID,Link to the National team Logo,Years played in National team,Short description of the National Team,IPL Team represented - Current team or Team last represented,Link to the Wikipedia article of the IPL - Current Team or Team last represented,Card - IPL Team - ID,Link to the IPL team logo ,Years played in current / last represented IPL team,Short description of the IPL team,Domestic team Represented,Years played in Domestic Team,Link to the domestic team image ,Link to the Wikipedia article of the Domestic team,Short description of Domestic Team,Phase 1 Title,Phase 1 - First Class Debut Year,Phase 1 - Link to the Trophy article,Phase 1 - Name of the debut trophy,Phase 1 - Single line description,Phase 1 card-  ID,Phase 2 Title,Phase 2 - National team debut year in cricket form 1,Phase2 - Link to the opposition team's wikipedia page,Phase 2 - Single line description,Phase 2 - Opposition team,Phase 2 card-  ID,Phase 3 Title,Phase 3 - Name of the ICC tournament,Phase 3 - Single line description,Phase 3 -Year of the tournament,Phase 3 card-  ID,Phase 4 Title,Phase 4 - Name of the ICC tournament,Phase 4 - Single line description,Phase 4 -Year of the tournament,Phase 4 card-  ID,Phase 5 Title,Phase 5 - Name of the ICC trophy,Phase 5 - Single line description,Phase 5 -Year of the trophy,Phase 5 card-  ID,Phase 6 Title,Phase 6 - Single line description,Phase 6 -Year of the trophy,Phase 6 - Name of the ICC trophy,Phase 6 card-  ID,Phase 7 Title,Phase 7  -IPL debut year,Phase 7  -IPL debut team,Phase 7 - Single line description,Phase 7 card-  ID,Year of the award 1,Name of the award 1,Short Description of the award 1,Image link for the award 1,Year of the award 2,Name of the award 2,Short Description of the award 2,Image link for the award 2,Year of the award 3,Name of the award 3,Short Description of the award 3,Image link for the award 3,Year of the award 4,Name of the award 4,Image link for the award 4,Short Description of the award 4,Year of the award 5,Name of the award 5,Image link for the award 5,Short Description of the award 5,Achievement or Record 1,Achievement Image 1,Achievement or Record 2,Achievement Image 2,Achievement or Record 3,Achievement Image 3,Achievement or Record 4,Achievement Image 4,Achievement or Record 5,Achievement Image 5
O1,विराट कोहली,https://commons.wikimedia.org/wiki/File:Virat..Kohli.jpg,https://en.wikipedia.org/wiki/Virat_Kohli,विराट कोहली भारत के एक  अन्‍तर्राष्ट्रीय क्रिकेटर हैं जो वर्तमान में भारत की राष्ट्रीय टीम के कप्तान हैं।,विराट कोहली,चीकू,5/11/1988,31,"दिल्ली, भारत",G16,https://en.wikipedia.org/wiki/Delhi,भारतीय,G3,https://en.wikipedia.org/wiki/Indian_people,5 फीट 9 इंच (1.75 मीटर),बल्लेबाज,,अनुष्‍का शर्मा,https://commons.wikimedia.org/wiki/File:Anushka_Sharma_promoting_Zero.jpg,पत्नी,O33,,,,,,"कोहली मजबूत तकनीकी कौशल के साथ स्वाभाविक रूप से आक्रामक बल्लेबाज हैं। वह आमतौर पर मध्य क्रम में बल्लेबाजी करते हैं, लेकिन, कई मौकों पर, उन्होंने पारी भी खोली है। वह थोड़े खुले छाती वाले रुख के साथ बल्लेबाजी करते हैं और मजबूत हाथ-नीचे की पकड़ रखते हैं, और कहा जाता है कि वे जल्दी फुटवर्क करते हैं। वह अपने विस्तृत शॉट्स, एक पारी को तेज करने की क्षमता और दबाव में बल्लेबाजी करने के लिए जाने जाते हैं।",https://en.wikipedia.org/wiki/Virat_Kohli#/media/File:Virat_Kohli_batting_2013.jpg,भारतीय राष्ट्रीय क्रिकेट टीम,https://en.wikipedia.org/wiki/India_national_cricket_team,R1,https://en.wikipedia.org/wiki/File:Cricket_India_Crest.svg,2008-अब तक ,"भारत की राष्ट्रीय क्रिकेट टीम, जिसे टीम इंडिया और मैन इन ब्लू के नाम से भी जाना जाता है, भारतीय क्रिकेट कंट्रोल बोर्ड द्वारा संचालित है",रॉयल चैलेंजर्स बैंगलोर,https://en.wikipedia.org/wiki/Royal_Challengers_Bangalore,R6,https://en.wikipedia.org/wiki/File:Royal_Challengers_Bangalore_Logo_2016.svg,2008-अब तक,"रॉयल चैलेंजर्स बैंगलोर (आरसीबी) बैंगलोर, भारत की एक फ्रैंचाइज़ी क्रिकेट टीम है।",दिल्ली,2006-अब तक,https://commons.wikimedia.org/wiki/Cricket#/media/File:Cricket_ball_on_grass.jpg,https://en.wikipedia.org/wiki/Delhi_cricket_team,दिल्ली की घरेलू रणजी ट्रॉफी क्रिकेट टीम,प्रथम श्रेणी की शुरुआत,2006,https://en.wikipedia.org/wiki/Ranji_Trophy,रणजी ट्रॉफी ,18 वर्ष की आयु में कोहली ने 2006 में दिल्ली की ओर से तमिलनाडु के विरुद्ध प्रथम श्रेणी क्रिकेट में पदार्पण किया। ,SF20,राष्ट्रीय टीम ,2008,https://en.wikipedia.org/wiki/Sri_Lanka_national_cricket_team,कोहली को भारत के ओडीआई दल में 2008 के श्रीलंका और पाकिस्तान में खेले गए चैंपियंस ट्रॉफी के दौरे में शामिल किया गया। ,श्रीलंका ,R13,विश्व कप,विश्व कप,मलेशिया में आयोजित 2018 के आईसीसी अंडर-19 क्रिकेट विश्व कप में कोहली ने विजेता भारतीय टीम की कप्तानी की।   ,2008,,"विश्व कप उपस्थिति
",विश्व कप,2011 के विश्व कप में भारत ने चैंपियनशिप जीतने में सफलता प्राप्त की और कोहली टुर्नामेंट के प्रत्येक मैचों में भारतीय टीम के लिए खेले। ,2011,P07,चैंपियंस ट्रॉफी ,चैंपियंस ट्रॉफी ,जून 2013 में कोहली ने आईसीसी चैंपियंस ट्रॉफी में शिरकत की जिसे भारत ने जीता था।,2013,P10,टी 20 विश्व कप ,टी 20 विश्व कप ,2014 के आईसीसी विश्व ट्वेंटी 20 में कोहली को उप-कप्तान नियुक्त किया गया था। ,2014,P9,IPL डेब्यू,2008,रॉयल चैलेंजर्स बंगलुरु ,मार्च 2008 में कोहली को युवा अनुबंध के तौर पर रॉयल चैलेंजर्स बंगलुरु ने 30 हजार डॉलर में खरीदा। ,R6,2013,अर्जुन पुरस्कार ,खेलकूद के क्षेत्र में उत्कृष्ट उपलब्धि हासिल करने के लिए सरकार द्वारा अर्जुन पुरस्कार दिया जाता है ,https://en.wikipedia.org/wiki/File:Arjun_Award.jpg,2017,सर गैरफील्ड सोबर्स ट्रॉफी ,अंतर्राष्ट्रीय क्रिकेट परिषद (आईसीसी) द्वारा दुनिया के चुने हुए खिलाड़ियों को दिया जाने वाला वार्षिक पुरस्कार।,https://en.wikipedia.org/wiki/File:Sir_Garfield_Sobers_Trophy.jpeg,2017,पद्म श्री,पद्म श्री भारत गणराज्य का चौथा सर्वोच्च नागरिक पुरस्कार है,https://commons.wikimedia.org/wiki/File:Padma_Shri_India_IIIe_Klasse.jpg,2018,आईसीसी टेस्ट प्लेयर ऑफ द ईयर,,"आईसीसी टेस्ट प्लेयर ऑफ द ईयर एक वार्षिक पुरस्कार है, जिसे अंतर्राष्ट्रीय क्रिकेट परिषद द्वारा उस वर्ष के सर्वश्रेष्ठ टेस्ट खिलाड़ी को दिया जाता है।",2018,राजीव गांधी रत्न पुरस्कार,https://en.wikipedia.org/wiki/File:Rajiv_Gandhi_Khel_Ratna_Award.jpg,राजीव गांधी खेल रत्न पुरस्कार भारत गणराज्य का सर्वोच्च खेल सम्मान है।,इन्होंने 2008 में मलेशिया में अंडर -19 विश्व कप जीतने वाली भारत की अंडर -19 टीम की कप्तानी की थी,https://en.wikipedia.org/wiki/Virat_Kohli#/media/File:2015_CWC_I_v_UAE_02-28_Kohli_(12)_(cropped).JPG,2013 में कोहली ने 52 गेंदों में किसी भी भारतीय क्रिकेटर द्वारा लगाया गया वनडे का सबसे तेज शतक ठोंका,https://en.wikipedia.org/wiki/Virat_Kohli#/media/File:Virat_Kohli_batting_2013.jpg,"2013 में, कोहली पहली बार वंडे बल्लेबाजों की आईसीसी रैंकिंग में नंबर एक स्थान पर पहुंचे",https://en.wikipedia.org/wiki/Virat_Kohli#/media/File:2015_CWC_I_v_UAE_02-28_Kohli_(12)_(cropped).JPG,"2014 में, आईसीसी की अंतर्राष्ट्रीय टीट्वेंटी रैंकिंग में शीर्ष बल्लेबाज बने, 2017 तक बने रहे",https://en.wikipedia.org/wiki/Virat_Kohli#/media/File:Virat_Kohli_batting_2013.jpg,2018 में द्विपक्षीय वंडे श्रृंखला में 500 रन बनाने वाले पहले बल्लेबाज बने।,https://en.wikipedia.org/wiki/Virat_Kohli#/media/File:2015_CWC_I_v_UAE_02-28_Kohli_(12)_(cropped).JPG
O6,कपिल देव,https://commons.wikimedia.org/wiki/File:Kapil_Dev_at_Equation_sports_auction.jpg,https://en.wikipedia.org/wiki/Kapil_Dev,"कपिल देव, एक पूर्व भारतीय क्रिकेटर हैं जिन्होंने 1983 में विश्व कप जीतने वाली भारतीय क्रिकेट टीम की कप्तानी की थी।",कपिलदेव रामलाल निखंज ,,06/01/1959,60,"चंडीगढ़, भारत",G18,https://en.wikipedia.org/wiki/Chandigarh,भारतीय,G3,https://en.wikipedia.org/wiki/Indian_people,,ऑलराउंडर,,,,,,डी.ए.वी. स्कूल चंडीगढ़,,,,,खेल खेलने वाले सबसे महान ऑलराउंडरों में से एक। दाएं हाथ के बल्लेबाज और दाएं हाथ के तेज गेंदबाज।,,भारतीय राष्ट्रीय क्रिकेट टीम,https://en.wikipedia.org/wiki/India_national_cricket_team,R1,https://en.wikipedia.org/wiki/File:Cricket_India_Crest.svg,1978-1994,"भारत की राष्ट्रीय क्रिकेट टीम, जिसे टीम इंडिया और मैन इन ब्लू के नाम से भी जाना जाता है, भारतीय क्रिकेट कंट्रोल बोर्ड द्वारा संचालित है",,,,,,,हरियाणा,1975-1992,https://commons.wikimedia.org/wiki/Cricket#/media/File:Cricket_ball_on_grass.jpg,https://en.wikipedia.org/wiki/Haryana_cricket_team,हरियाणा राज्य की घरेलू रणजी ट्रॉफी क्रिकेट टीम,प्रथम श्रेणी की शुरुआत,1975,,,देव ने हरियाणा की ओर से खेलते हुए पंजाब के विरुद्ध 1975 में प्रभावी पदार्पण किया। ,,राष्ट्रीय टीम ,1978,https://en.wikipedia.org/wiki/Pakistan_national_cricket_team,पाकिस्तान के विरुद्ध वनडे क्रिकेट में पदार्पण किया जहां उनका व्यक्तिगत प्रदर्शन मामूली रहा। ,पाकिस्तान ,R8,विश्व कप ,विश्व कप ,1979 के विश्व कप क्रिकेट में कपिलदेव और भारतीय टीम दोनों का प्रदर्शन कमजोर रहा। ,1979,P27,"1983 विश्व कप चैंपियंस
",विश्व कप ,भारत ने कपिलदेव की कप्तानी में 1983 का विश्व कप जीता। ,1983,P2,विश्व कप ,विश्व कप ,1987 के विश्व कप के लिए कपिलदेव को भारतीय टीम का कप्तान बरकरार रखा गया। ,1987,P16,विश्व कप ,विश्व कप ,कपिलदेव ने अपना आखिरी विश्व कप मोहमद अजहरुद्दीन की कप्तानी में 1992 में खेला। ,1992,P17,IPL डेब्यू,,,,,1980,अर्जुन पुरस्कार ,खेलकूद के क्षेत्र में उत्कृष्ट उपलब्धि हासिल करने के लिए सरकार द्वारा अर्जुन पुरस्कार दिया जाता है ,https://en.wikipedia.org/wiki/File:Arjun_Award.jpg,1982,पद्म श्री ,पद्म श्री भारत गणराज्य का चौथा सर्वोच्च नागरिक पुरस्कार है,https://commons.wikimedia.org/wiki/File:Padma_Shri_India_IIIe_Klasse.jpg,1991,पद्म भूषण,पद्म भूषण भारत गणराज्य का तीसरा सबसे बड़ा नागरिक पुरस्कार है,https://commons.wikimedia.org/wiki/File:Padma_Bhushan_India_IIe_Klasse.jpg,2002,विस्डेन इंडिया क्रिकेटर ऑफ द सेंचुरी,,क्रिकेट की बाईबिल विजडन पत्रिका द्वारा दिया जाने वाला सम्मान।,2010,आईसीसी हॉल ऑफ फेम,https://en.wikipedia.org/wiki/File:ICC_Hall_Of_Fame.svg,आईसीसी का क्रिकेट हॉल ऑफ फेम क्रिकेट के महान खिलाड़ियों को उनकी उपलब्धियों के सम्मान में दिया जाता है।,"फ़िरोज़ शाह कोटला, दिल्ली में पहला टेस्ट शतक (126) 1979 में वेस्टइंडीज़ के खिलाफ केवल 124 गेंदों में बना था।",,1980 की एक घरेलू टेस्ट सीरीज़ में ऑस्ट्रेलिया के खिलाफ दो बार 5 विकेट लिए,,1982-83 में श्रीलंका खिलाफ़ पहली बार भारत की कप्तानी की।,,1983 के विश्व कप में जिम्बाब्वे के खिलाफ़ नाबाद 175 रन का सर्वोच्च वनडे स्कोर बनाया,,भारत को वंडे विश्व कप में जीत दिलाने वाले पहले कप्तान,
O33,अनुष्का शर्मा,https://commons.wikimedia.org/wiki/File:Anushka_Sharma_promoting_Zero.jpg,https://en.wikipedia.org/wiki/Anushka_Sharma,अनुष्का शर्मा एक भारतीय अभिनेत्री और फिल्म निर्माता हैं जो हिंदी फिल्मों में काम करती हैं।,अनुष्का शर्मा,,01/05/1988,31,"अयोध्या, भारत",SF96,https://en.wikipedia.org/wiki/Ayodhya,भारतीय,G3,https://en.wikipedia.org/wiki/Indian_people,,,,विराट कोहली,https://commons.wikimedia.org/wiki/File:Virat..Kohli.jpg,पत्नी,O1,"माउंट कार्मेल कॉलेज, बैंगलोर",,,,,,,,,,,,,,,,,,,,,,,,प्रथम श्रेणी की शुरुआत,,,,,,राष्ट्रीय टीम ,,,,,,,,,,,,,,,,,,,,,,,,,,IPL डेब्यू,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O7,अनिल कुंबले,https://commons.wikimedia.org/wiki/File:Anil_Kumble.jpg,https://en.wikipedia.org/wiki/Anil_Kumble,"अनिल कुंबले भारत के एक पूर्व क्रिकेटर और टेस्ट तथा अन्‍तर्राष्ट्रीय एक दिवसीय मैचों (वनडे) के पूर्व कप्तान रहे हैं, जिन्होंने 18 वर्षों तक टेस्ट और अन्‍तर्राष्ट्रीय एकदिवसीय मैच खेले।",अनिल कुंबले ,जम्बो ,17/10/1970,48,"बेंगलुरु, भारत",G1,https://en.wikipedia.org/wiki/Bangalore,भारतीय,G3,https://en.wikipedia.org/wiki/Indian_people,6 फीट 1 इंच (1.85 मीटर),लेग स्पिन गेंदबाज,,,,,,राष्ट्रीय विद्यालय कॉलेज ऑफ इंजीनियरिंग,,,,,"कुंबले अपरंपरागत शैली के दाएं हाथ के लेग स्पिनर (लेगब्रेक गुगली) हैं, जो अपने फ़्लिपर के लिए सबसे ज्यादा प्रसिद्ध हैं और दाहिने हाथ के बल्लेबाज हैं। उन्होंने अपने करियर की शुरुआत एक तेज़ गेंदबाज़ के रूप में की,  जिससे उन्हें एक उपयोगी तेज़ गेंद डालने की प्रतिभा प्राप्त हुई। उनकी अनूठी गेंदबाजी शैली का श्रेय बेंगलोर की मैटिंग पिचों को दिया जा सकता है जो उन्‍हें टॉप-स्पिन और ओवर-स्पिन कराने में मददगार रहे। ",https://upload.wikimedia.org/wikipedia/commons/0/09/GandM_Flare_DXM_bat-Purist_156g_ball.jpg,भारतीय राष्ट्रीय क्रिकेट टीम,https://en.wikipedia.org/wiki/India_national_cricket_team,R1,https://en.wikipedia.org/wiki/File:Cricket_India_Crest.svg,1990-2008,"भारत की राष्ट्रीय क्रिकेट टीम, जिसे टीम इंडिया और मैन इन ब्लू के नाम से भी जाना जाता है, भारतीय क्रिकेट कंट्रोल बोर्ड द्वारा संचालित है",रॉयल चैलेंजर्स बेंगलोर,,R6,https://en.wikipedia.org/wiki/Royal_Challengers_Bangalore,2008-2010,"रॉयल चैलेंजर्स बैंगलोर (आरसीबी) बेंगलोर, भारत की एक फ्रैंचाइज़ी क्रिकेट टीम है।",कर्नाटक,1989-2009,https://commons.wikimedia.org/wiki/Cricket#/media/File:Cricket_ball_on_grass.jpg,https://en.wikipedia.org/wiki/Karnataka_cricket_team,कर्नाटक राज्य की घरेलू रणजी ट्रॉफी क्रिकेट टीम ,प्रथम श्रेणी की शुरुआत,1989,https://en.wikipedia.org/wiki/Ranji_Trophy,रणजी ट्रॉफी ,कुंबले ने हैदराबाद के खिलाफ कर्नाटक की ओर से प्रथम श्रेणी  क्रिकेट में 30 नवंबर 1989 को पदार्पण किया और इस मैच उन्होंने 4 विकेट प्राप्त किया। ,SF20,राष्ट्रीय टीम ,1990,https://en.wikipedia.org/wiki/Sri_Lanka_national_cricket_team,कुंबले ने 1990 में आस्ट्रेलेशिया कप में सारजाह में श्रीलंका के विरुद्ध वनडे इंटरनेशनल में पदार्पण किया। ,श्रीलंका ,R13,विश्व कप,विश्व कप,1996 के विश्व कप के लिए कुंबले का चयन भारतीय टीम में हुआ और वे इस टुर्नामेंट में सबसे ज्यादा विकेट प्राप्त करने वाले गेंदबाजों में से एक रहे। ,1996,P3,,,,,P4,विश्व कप ,विश्व कप ,,2003,P5,विश्व कप,विश्व कप,2007 के विश्व कप के बाद उन्होंने वनडे इंटरनेशनल से संन्यास लेने की घोषणा कर दी। ,2007,P6,IPL डेब्यू,2008,रॉयल चैलेंजर्स बंगलुरु,रॉयल चैलेंजर्स बंगलुरु के अनुबंध के प्रति सम्मान दिखाते हुए कुंबले ने संन्यास के बाद 3 वर्ष तक इस टीम के लिए खेलना जारी रखा। ,R6,1995,अर्जुन पुरस्कार ,खेलकूद के क्षेत्र में उत्कृष्ट उपलब्धि हासिल करने के लिए सरकार द्वारा अर्जुन पुरस्कार दिया जाता है ,https://en.wikipedia.org/wiki/File:Arjun_Award.jpg,2005,पद्म श्री,पद्म श्री भारत गणराज्य का चौथा सर्वोच्च नागरिक पुरस्कार है,https://commons.wikimedia.org/wiki/File:Padma_Shri_India_IIIe_Klasse.jpg,2015,आईसीसी क्रिकेट हॉल ऑफ फेम,आईसीसी का क्रिकेट हॉल ऑफ फेम क्रिकेट के महान खिलाड़ियों को उनकी उपलब्धियों के सम्मान में दिया जाता है।,https://en.wikipedia.org/wiki/File:ICC_Hall_Of_Fame.svg,,,,,,,,,कुंबले ऐसे दूसरे खिलाड़ी हैं जिन्होंने एक टेस्ट मैच की एक पारी में सभी 10 विकेट लिए हैं।,,कुंबले ने 1996 में 61 विकेट के साथ किसी भी भारतीय क्रिकेटर द्वारा एक कैलेंडर वर्ष में सर्वाधिक विकेट लेने का रिकॉर्ड बनाया,,"कुंबले के नाम अपने पूरे टेस्ट करियर के दौरान 40850 गेंदे करने का रिकॉर्ड है, जो किसी भी भारतीय का सर्वाधिक है।",,कुंबले ने अपने पहले 50 टेस्ट विकेट 10 मैचों में लिए,,"1993 में, इन्होंने वेस्टइंडीज के खिलाफ एक वनडे मैच में 12 रन देकर छह विकेट लिए जो बहुत लंबे समय तक एक भारतीय रिकॉर्ड बना रहा।",
